ASV ID,kingdom,phylum,class,order,family,genus,species
f897977072b224f51ee4d9c810e40be0,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,YC-ZSS-LKJ147,metagenome
8f05f2bf19c54f8b34542e2010201dae,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured,bacterium_enrichment
9098c97c19131ec49b1c9474025226f0,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus,Unassigned
2786768d7e8a62bdc518cbaa93f3d29d,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,uncultured_Prosthecobacter
0e1110dad7309d431354f2965f1e4baa,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,LWQ8,uncultured_bacterium
e2ad87a49e40357cb6d49a7422bdd11c,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,uncultured,uncultured,uncultured_bacterium
51828f45832438eae51ded42240b229e,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodovastum,metagenome
17bb1c80b20dc9f226c355f7cf687304,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Koribacteraceae,Candidatus_Koribacter,Unassigned
3358427b408d0c91dc8fcbb2a9817c96,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,uncultured_Sphingomonadaceae
8ab92c4ed7ff3a357e773aa4e752d8ff,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Unassigned
1a80d7672b25341da97d32667ed29275,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured_bacterium
8f3b76f240febc7147039af473ade9b0,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,uncultured_bacterium
8bcc61a83c1f222700eeed66fc79beca,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,uncultured_bacterium
8e8a173cbaa55068f8ad8adae710b571,Bacteria,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Hamadaea,Unassigned
01bf76afd3b344827e01debd12d5e06f,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,uncultured_Acidimicrobiales
1e0761399153f7919644a649190e9358,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,Unassigned
2fd98a25015c83c988df24b4dc0987ae,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,uncultured_bacterium
