Sample-id,Plot,Mesocosm,Species,Replicate,Compartment,Moisture,GWC,Climate,Microbita
D39W1L,D,39,Lolium,1,Leaf,1200,8.2801855,Current,Fungi
D39W2L,D,39,Lolium,2,Leaf,1200,8.2801855,Current,Fungi
D41W1L,D,41,Lolium,1,Leaf,1500,11.759793,Current,Fungi
D41W2L,D,41,Lolium,2,Leaf,1500,11.759793,Current,Fungi
D44W1L,D,44,Lolium,1,Leaf,0,7.1749252,Current,Fungi
D44W2L,D,44,Lolium,2,Leaf,0,7.1749252,Current,Fungi
D46W1L,D,46,Lolium,1,Leaf,300,20.6010164,Current,Fungi
D46W2L,D,46,Lolium,2,Leaf,300,20.6010164,Current,Fungi
D48W1L,D,48,Lolium,1,Leaf,600,11.552196,Current,Fungi
D48W2L,D,48,Lolium,2,Leaf,600,11.552196,Current,Fungi
